League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Josh Maja,/en/players/bc0bfc64/Josh-Maja,9,NGA,FW,21-238,45,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,11,72.7,1,8,0,1,1
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Remi Oudin,/en/players/ea02beaf/Remi-Oudin,28,FRA,FW,23-277,45,0,0,0,0,0,0,0,0,22,2,2,2,0,0,0,0,0,9,16,56.3,0,14,0,1,0
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Hwang Ui-jo,/en/players/a2d873dd/Hwang-Ui-jo,18,KOR,LW,27-359,74,0,0,0,0,2,0,0,0,30,0,0,1,0.5,0.5,0,0,0,13,16,81.3,1,20,1,1,1
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Samuel Kalu,/en/players/b8d22478/Samuel-Kalu,10,NGA,LW,22-361,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,6,66.7,0,8,1,1,0
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Nicolas de Préville,/en/players/b0547a87/Nicolas-de-Preville,12,FRA,RW,29-226,63,0,0,0,0,0,0,1,0,37,2,0,0,0,0,0.5,4,0,17,31,54.8,1,24,1,2,1
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Jimmy Briand,/en/players/f83c8d6c/Jimmy-Briand,7,FRA,RW,35-019,27,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,8,10,80,2,5,0,0,0
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Toma Bašić,/en/players/80556f08/Toma-Basic,26,CRO,LM,23-270,90,0,0,0,0,1,1,0,0,49,1,1,1,0,0,0,0,0,29,36,80.6,1,34,0,0,0
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Otávio,/en/players/243f4a0b/Otavio,5,BRA,CM,26-109,90,0,0,0,0,2,0,1,0,81,4,0,1,0,0,0,3,0,69,73,94.5,2,65,1,1,1
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Mehdi Zerkane,/en/players/53f6306f/Mehdi-Zerkane,17,ALG,RM,21-037,19,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,20,21,95.2,2,22,2,4,3
Ligue 1,8/21/2020,Ligue 1 (Matchweek 1),Bordeaux,4/3/2003,0,0.5,Mehdi Zerkane · 20&rsquor;,2,1,Nantes,4/4/2002,0,0.2,,3,0,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,Bordeaux,Home,Maxime Poundjé,/en/players/b92edde2/Maxime-Poundje,29,FRA,LB,28-005,74,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,39,45,86.7,1,36,0,0,0
